State,Area_Name,PCTPOVALL_2015,PCTPOV017_2015,MEDHHINC_2015
ID,Nez Perce County,13.5,18.5,"50,939"
ID,Oneida County,12.2,18.1,"47,037"
ID,Owyhee County,19.9,30.2,"39,738"
ID,Payette County,15.7,22.0,"44,499"
ID,Power County,14.1,20.8,"44,004"
ID,Shoshone County,21.1,30.3,"37,497"
ID,Teton County,9.8,15.9,"58,013"
ID,Twin Falls County,14.6,19.3,"45,799"
ID,Valley County,10.7,18.1,"51,774"
ID,Washington County,17.1,25.0,"38,592"
IL,Illinois,13.6,19.1,"59,590"
IL,Adams County,13.4,18.9,"47,264"
IL,Alexander County,28.6,52.2,"32,922"
IL,Bond County,14.8,19.1,"50,206"
IL,Boone County,10.3,14.5,"62,382"
IL,Brown County,16.7,15.8,"53,516"
IL,Bureau County,12.6,19.3,"51,275"
IL,Calhoun County,11.6,15.5,"51,109"
IL,Carroll County,10.7,19.3,"50,432"
IL,Cass County,12.2,18.1,"46,647"
IL,Champaign County,20.1,18.3,"50,813"
IL,Christian County,12.7,19.2,"49,041"
IL,Clark County,13.8,21.5,"50,700"
IL,Clay County,14.5,21.1,"43,577"
IL,Clinton County,8.5,12.0,"64,030"
IL,Coles County,21.8,24.5,"42,613"
IL,Cook County,16.2,23.5,"56,841"
IL,Crawford County,13.4,20.2,"49,856"
IL,Cumberland County,12.0,17.5,"51,505"
IL,DeKalb County,16.2,16.3,"56,874"
IL,De Witt County,11.6,19.3,"54,796"
IL,Douglas County,10.2,16.3,"53,213"
IL,DuPage County,7.1,9.2,"81,616"
IL,Edgar County,13.9,22.6,"50,306"
IL,Edwards County,11.3,15.9,"48,329"
IL,Effingham County,9.8,14.1,"53,077"
IL,Fayette County,18.5,29.8,"41,838"
IL,Ford County,11.3,18.1,"53,151"
IL,Franklin County,18.7,28.2,"43,428"
IL,Fulton County,14.9,21.0,"44,649"
IL,Gallatin County,17.9,27.7,"40,817"
IL,Greene County,16.6,23.4,"43,943"
IL,Grundy County,7.7,10.2,"71,928"
IL,Hamilton County,13.0,22.4,"45,926"
IL,Hancock County,12.7,19.0,"48,213"
IL,Hardin County,20.6,35.6,"39,128"
IL,Henderson County,11.5,18.8,"47,354"
IL,Henry County,10.7,14.7,"58,983"
IL,Iroquois County,13.3,20.1,"49,836"
IL,Jackson County,23.5,29.7,"36,613"
IL,Jasper County,12.0,16.7,"52,608"
IL,Jefferson County,16.7,26.5,"46,460"
IL,Jersey County,11.4,16.4,"53,864"
IL,Jo Daviess County,9.4,13.5,"51,201"
IL,Johnson County,14.3,19.5,"46,838"
IL,Kane County,10.8,16.1,"70,502"
IL,Kankakee County,15.2,22.3,"53,227"
IL,Kendall County,4.8,6.6,"88,773"
IL,Knox County,17.2,26.8,"43,796"
IL,Lake County,9.0,12.3,"82,160"
IL,La Salle County,12.9,19.6,"52,316"
IL,Lawrence County,17.7,23.4,"43,268"
IL,Lee County,12.7,18.1,"52,581"
IL,Livingston County,12.8,18.2,"55,474"
IL,Logan County,13.7,20.1,"58,191"
IL,McDonough County,22.8,26.0,"42,453"
IL,McHenry County,8.1,10.7,"80,513"
IL,McLean County,11.7,11.6,"65,766"
IL,Macon County,18.2,27.7,"48,302"
IL,Macoupin County,13.7,21.1,"50,460"
IL,Madison County,12.9,17.7,"52,969"
IL,Marion County,18.0,29.5,"43,018"
IL,Marshall County,10.6,16.3,"53,610"
IL,Mason County,13.9,23.3,"43,743"
IL,Massac County,16.8,26.5,"41,548"
IL,Menard County,10.3,16.6,"64,706"
IL,Mercer County,10.1,13.8,"57,934"
IL,Monroe County,5.0,5.5,"79,686"
IL,Montgomery County,16.6,24.2,"46,006"
IL,Morgan County,14.8,22.3,"45,259"
IL,Moultrie County,8.6,15.6,"58,975"
IL,Ogle County,10.4,14.5,"57,268"
IL,Peoria County,15.6,23.0,"53,781"
IL,Perry County,16.8,23.6,"46,598"
IL,Piatt County,6.5,9.2,"65,122"
IL,Pike County,15.0,22.9,"45,106"
IL,Pope County,18.1,30.6,"41,150"
IL,Pulaski County,24.7,39.9,"35,135"
IL,Putnam County,8.8,16.0,"60,590"
IL,Randolph County,14.3,19.7,"50,129"
IL,Richland County,14.9,20.3,"43,332"
IL,Rock Island County,13.2,20.8,"50,419"
IL,St. Clair County,16.4,25.6,"50,416"
IL,Saline County,23.2,35.2,"40,873"
IL,Sangamon County,15.3,22.8,"57,591"
IL,Schuyler County,12.9,19.6,"50,720"
IL,Scott County,11.3,18.0,"50,474"
IL,Shelby County,11.6,17.1,"49,633"
IL,Stark County,12.7,17.7,"50,083"
IL,Stephenson County,13.0,22.5,"46,430"
IL,Tazewell County,8.4,12.2,"57,747"
IL,Union County,15.3,25.6,"44,221"
IL,Vermilion County,18.4,29.1,"44,705"
IL,Wabash County,12.2,19.6,"51,224"
IL,Warren County,14.3,20.8,"46,189"
IL,Washington County,8.8,13.7,"57,019"
IL,Wayne County,12.8,21.7,"47,995"
IL,White County,14.9,23.0,"46,588"
IL,Whiteside County,12.8,19.6,"45,463"
IL,Will County,8.0,11.3,"76,293"
IL,Williamson County,16.2,25.0,"47,678"
IL,Winnebago County,14.7,22.5,"50,024"
IL,Woodford County,7.0,9.0,"68,233"
IN,Indiana,14.4,20.4,"50,510"
IN,Adams County,12.8,25.3,"49,251"
IN,Allen County,14.6,20.8,"50,017"
IN,Bartholomew County,11.9,15.5,"55,580"
IN,Benton County,11.1,18.2,"50,754"
IN,Blackford County,14.5,24.0,"39,611"
IN,Boone County,6.0,7.4,"75,163"
IN,Brown County,11.4,19.9,"53,801"
IN,Carroll County,9.4,13.7,"52,550"
IN,Cass County,13.1,20.0,"45,575"
IN,Clark County,10.4,16.2,"51,614"
IN,Clay County,12.9,20.4,"48,947"
IN,Clinton County,11.9,18.5,"50,342"
IN,Crawford County,18.7,28.5,"41,331"
IN,Daviess County,14.6,21.9,"47,019"
IN,Dearborn County,8.9,12.7,"64,093"
IN,Decatur County,13.0,18.6,"51,625"
IN,De Kalb County,10.5,14.9,"52,382"
IN,Delaware County,23.0,31.2,"40,633"
IN,Dubois County,7.6,9.0,"57,336"
IN,Elkhart County,14.0,19.4,"50,117"
IN,Fayette County,16.2,23.8,"42,538"
IN,Floyd County,11.3,17.5,"57,367"
IN,Fountain County,12.1,18.9,"51,108"
IN,Franklin County,9.9,13.7,"53,263"
IN,Fulton County,11.7,19.7,"51,660"
IN,Gibson County,11.0,14.6,"53,483"
IN,Grant County,18.0,26.9,"39,984"
IN,Greene County,14.7,21.6,"47,952"
IN,Hamilton County,4.7,5.2,"91,844"
IN,Hancock County,6.0,8.1,"70,277"
IN,Harrison County,11.2,15.3,"53,719"
IN,Hendricks County,5.5,6.7,"73,478"
IN,Henry County,14.7,20.6,"47,954"
IN,Howard County,16.9,24.8,"47,390"
IN,Huntington County,10.9,16.2,"49,103"
IN,Jackson County,12.1,16.8,"45,504"
IN,Jasper County,9.3,13.2,"60,195"
IN,Jay County,15.2,24.9,"42,646"
IN,Jefferson County,13.4,20.2,"47,841"
IN,Jennings County,13.1,21.1,"46,047"
IN,Johnson County,8.0,10.7,"68,256"
IN,Knox County,19.1,24.1,"42,818"
IN,Kosciusko County,10.0,13.8,"54,147"
IN,Lagrange County,8.6,13.6,"56,662"
IN,Lake County,16.6,26.5,"50,613"
IN,La Porte County,15.7,24.7,"47,401"
IN,Lawrence County,13.9,21.0,"46,890"
IN,Madison County,16.7,25.2,"45,065"
IN,Marion County,20.6,31.0,"41,407"
IN,Marshall County,10.6,15.0,"49,714"
IN,Martin County,13.8,19.5,"47,717"
IN,Miami County,14.8,22.6,"46,968"
IN,Monroe County,23.5,18.2,"45,341"
IN,Montgomery County,12.3,18.7,"49,425"
IN,Morgan County,11.4,16.2,"58,376"
IN,Newton County,12.2,17.6,"48,316"
IN,Noble County,9.8,14.2,"51,876"
IN,Ohio County,10.2,15.6,"53,177"
IN,Orange County,15.7,24.3,"40,918"
IN,Owen County,15.8,24.8,"43,731"
IN,Parke County,17.2,25.0,"43,637"
IN,Perry County,13.2,18.0,"47,192"
IN,Pike County,11.1,16.2,"47,324"
IN,Porter County,11.6,14.8,"66,070"
IN,Posey County,9.7,12.9,"58,298"
IN,Pulaski County,14.2,21.1,"47,455"
IN,Putnam County,13.6,17.6,"53,910"
IN,Randolph County,18.0,27.1,"41,315"
IN,Ripley County,10.6,15.4,"51,553"
IN,Rush County,13.9,20.4,"48,970"
IN,St. Joseph County,16.7,24.5,"46,881"
IN,Scott County,15.6,24.0,"43,104"
IN,Shelby County,11.9,17.2,"54,639"
IN,Spencer County,9.4,12.0,"56,451"
IN,Starke County,14.8,23.0,"48,106"
IN,Steuben County,10.1,16.0,"53,191"
IN,Sullivan County,16.4,20.9,"44,939"
IN,Switzerland County,15.9,28.3,"46,344"
IN,Tippecanoe County,18.9,17.8,"50,170"
IN,Tipton County,8.7,12.9,"56,292"
IN,Union County,12.4,20.3,"45,050"
IN,Vanderburgh County,17.2,24.8,"43,823"
IN,Vermillion County,12.9,18.5,"44,376"
IN,Vigo County,20.4,25.2,"39,635"
IN,Wabash County,12.0,18.1,"48,223"
IN,Warren County,10.2,16.3,"57,768"
IN,Warrick County,7.5,9.8,"66,461"
IN,Washington County,14.4,22.9,"43,498"
IN,Wayne County,18.0,28.4,"41,849"
IN,Wells County,9.5,13.8,"55,987"
IN,White County,10.9,17.9,"50,370"
IN,Whitley County,7.9,11.3,"56,142"
IA,Iowa,12.1,14.9,"54,843"
IA,Adair County,11.9,16.5,"51,531"
IA,Adams County,12.5,20.2,"48,162"
IA,Allamakee County,10.8,17.0,"47,756"
IA,Appanoose County,16.5,25.2,"41,018"
IA,Audubon County,10.3,15.3,"50,948"
IA,Benton County,8.3,10.3,"65,127"
IA,Black Hawk County,14.2,16.8,"50,335"
IA,Boone County,8.8,11.4,"58,010"
IA,Bremer County,7.8,7.1,"65,295"
IA,Buchanan County,10.3,14.4,"55,848"
IA,Buena Vista County,13.7,19.1,"51,991"
IA,Butler County,9.2,11.8,"54,947"
IA,Calhoun County,12.5,16.5,"49,206"
IA,Carroll County,8.7,10.5,"58,575"
IA,Cass County,13.9,19.7,"45,915"
IA,Cedar County,7.3,9.7,"60,120"
IA,Cerro Gordo County,12.3,14.7,"50,208"
IA,Cherokee County,10.3,14.2,"52,879"
IA,Chickasaw County,8.5,13.6,"57,559"
IA,Clarke County,11.8,18.2,"49,424"
IA,Clay County,11.6,15.7,"52,584"
IA,Clayton County,11.2,16.6,"48,598"
IA,Clinton County,13.4,18.2,"52,945"
IA,Crawford County,15.1,18.4,"51,834"
IA,Dallas County,5.3,6.0,"81,381"
IA,Davis County,12.7,21.0,"49,851"
IA,Decatur County,21.7,27.1,"39,424"
IA,Delaware County,10.2,12.9,"59,260"
IA,Des Moines County,14.7,22.6,"50,125"
IA,Dickinson County,8.6,10.7,"56,869"
IA,Dubuque County,12.0,13.9,"57,862"
IA,Emmet County,13.8,19.0,"46,092"
IA,Fayette County,12.9,18.1,"47,615"
IA,Floyd County,14.5,18.1,"49,111"
IA,Franklin County,11.9,17.3,"52,975"
IA,Fremont County,12.1,17.0,"55,421"
IA,Greene County,11.1,16.5,"51,002"
IA,Grundy County,6.3,8.6,"62,423"
IA,Guthrie County,10.4,13.6,"54,719"
IA,Hamilton County,11.0,15.6,"54,042"
IA,Hancock County,9.2,12.2,"56,746"
IA,Hardin County,9.6,16.5,"50,947"
IA,Harrison County,9.9,13.2,"57,244"
IA,Henry County,12.0,16.4,"50,241"
IA,Howard County,11.0,15.7,"50,602"
IA,Humboldt County,10.8,14.5,"52,702"
IA,Ida County,10.6,13.1,"53,804"
IA,Iowa County,6.9,8.2,"63,185"
IA,Jackson County,12.9,17.6,"49,956"
IA,Jasper County,9.3,12.9,"53,765"
IA,Jefferson County,15.3,20.0,"43,495"
IA,Johnson County,18.3,12.7,"57,706"
IA,Jones County,11.1,14.3,"55,789"
IA,Keokuk County,12.1,18.1,"50,054"
IA,Kossuth County,11.6,15.1,"52,433"
IA,Lee County,15.9,22.9,"45,428"
IA,Linn County,11.0,12.2,"58,142"
IA,Louisa County,10.8,15.8,"53,197"
IA,Lucas County,14.7,24.1,"46,933"
IA,Lyon County,7.4,9.1,"64,057"
IA,Madison County,8.2,10.3,"65,294"
IA,Mahaska County,14.4,16.7,"50,335"
IA,Marion County,9.2,10.6,"57,411"
IA,Marshall County,11.3,17.3,"53,980"
IA,Mills County,10.3,13.5,"62,507"
IA,Mitchell County,9.3,14.7,"61,352"
IA,Monona County,13.2,18.0,"43,991"
IA,Monroe County,12.1,16.0,"48,181"
IA,Montgomery County,13.4,19.6,"43,210"
IA,Muscatine County,11.5,16.2,"53,401"
IA,O'Brien County,9.2,12.3,"53,907"
IA,Osceola County,9.6,14.7,"54,415"
IA,Page County,15.7,24.0,"46,870"
IA,Palo Alto County,11.6,15.6,"48,992"
IA,Plymouth County,8.3,10.2,"61,929"
IA,Pocahontas County,13.1,20.8,"47,872"
IA,Polk County,11.9,14.7,"60,436"
IA,Pottawattamie County,13.5,18.7,"52,927"
IA,Poweshiek County,10.9,12.6,"52,861"
IA,Ringgold County,14.1,24.9,"45,870"
IA,Sac County,10.9,14.3,"52,506"
IA,Scott County,12.4,16.7,"58,160"
IA,Shelby County,9.2,11.3,"54,614"
IA,Sioux County,7.6,8.0,"62,875"
IA,Story County,18.6,9.5,"51,706"
IA,Tama County,11.2,16.5,"59,226"
IA,Taylor County,14.7,20.3,"46,466"
IA,Union County,14.3,19.6,"45,010"
IA,Van Buren County,15.8,24.7,"43,653"
IA,Wapello County,16.0,22.1,"44,738"
IA,Warren County,7.8,8.9,"67,728"
IA,Washington County,10.9,14.9,"55,283"
IA,Wayne County,16.4,26.2,"44,381"
IA,Webster County,14.6,19.6,"44,922"
IA,Winnebago County,10.8,15.0,"48,408"
IA,Winneshiek County,9.5,9.5,"59,096"
IA,Woodbury County,14.0,19.6,"50,774"
IA,Worth County,10.9,15.1,"50,761"
IA,Wright County,12.6,18.2,"49,882"
KS,Kansas,12.9,16.9,"53,802"
KS,Allen County,18.9,26.0,"41,604"
KS,Anderson County,14.0,19.9,"47,267"
KS,Atchison County,16.6,21.5,"46,110"
KS,Barber County,11.1,17.3,"54,176"
KS,Barton County,14.4,20.1,"50,558"
KS,Bourbon County,18.2,26.5,"39,609"
KS,Brown County,14.9,23.0,"46,884"
KS,Butler County,10.6,12.8,"61,473"
KS,Chase County,12.7,16.5,"48,911"
KS,Chautauqua County,16.8,25.6,"42,324"
KS,Cherokee County,18.0,27.8,"39,842"
KS,Cheyenne County,12.3,19.2,"44,111"
KS,Clark County,12.0,15.6,"50,392"
KS,Clay County,11.1,16.9,"51,351"
KS,Cloud County,12.8,18.1,"42,730"
KS,Coffey County,9.9,12.4,"57,160"
KS,Comanche County,11.4,15.1,"43,809"
KS,Cowley County,15.3,21.4,"47,851"
KS,Crawford County,19.1,24.5,"38,139"
KS,Decatur County,12.3,19.6,"43,919"
KS,Dickinson County,12.2,16.1,"47,570"
KS,Doniphan County,13.2,19.3,"47,000"
KS,Douglas County,19.4,13.2,"52,447"
KS,Edwards County,10.6,14.0,"46,380"
KS,Elk County,17.6,30.7,"39,147"
KS,Ellis County,12.0,12.2,"49,192"
KS,Ellsworth County,10.6,13.1,"49,986"
KS,Finney County,14.6,20.5,"53,245"
KS,Ford County,13.2,18.9,"47,915"
KS,Franklin County,11.7,17.3,"51,484"
KS,Geary County,11.9,20.1,"45,590"
KS,Gove County,9.9,14.9,"46,580"
KS,Graham County,12.2,16.9,"45,018"
KS,Grant County,10.2,15.8,"59,218"
KS,Gray County,8.3,11.0,"64,284"
KS,Greeley County,11.4,18.4,"44,667"
KS,Greenwood County,15.8,24.6,"41,168"
KS,Hamilton County,13.1,19.8,"50,056"
KS,Harper County,13.7,19.6,"46,869"
KS,Harvey County,9.4,13.5,"55,470"
KS,Haskell County,11.2,16.0,"59,356"
KS,Hodgeman County,9.6,12.2,"54,513"
KS,Jackson County,11.3,14.2,"51,662"
KS,Jefferson County,9.1,13.9,"59,080"
KS,Jewell County,13.5,21.6,"43,201"
KS,Johnson County,5.5,6.5,"83,007"
KS,Kearny County,11.5,16.6,"59,134"
KS,Kingman County,11.5,16.9,"52,907"
KS,Kiowa County,12.6,16.8,"46,381"
KS,Labette County,18.2,27.3,"42,323"
KS,Lane County,9.6,14.8,"57,388"
KS,Leavenworth County,10.7,13.1,"61,465"
KS,Lincoln County,12.5,19.5,"42,277"
KS,Linn County,14.0,21.2,"46,065"
KS,Logan County,9.4,13.1,"48,399"
KS,Lyon County,17.5,18.9,"39,562"
KS,McPherson County,7.6,10.0,"61,356"
KS,Marion County,10.9,14.4,"51,196"
KS,Marshall County,10.7,14.1,"49,270"
KS,Meade County,9.5,12.3,"56,325"
KS,Miami County,8.8,11.4,"62,375"
KS,Mitchell County,10.5,14.8,"48,310"
KS,Montgomery County,19.9,27.6,"43,289"
KS,Morris County,10.8,16.9,"49,720"
KS,Morton County,10.3,15.3,"53,443"
KS,Nemaha County,8.8,10.0,"54,486"
KS,Neosho County,18.9,28.1,"40,744"
KS,Ness County,9.4,13.6,"53,456"
KS,Norton County,12.7,15.2,"45,096"
KS,Osage County,12.7,17.1,"48,364"
KS,Osborne County,13.1,20.1,"43,518"
KS,Ottawa County,10.0,13.8,"50,302"
KS,Pawnee County,14.5,17.4,"47,359"
KS,Phillips County,11.1,17.0,"46,984"
KS,Pottawatomie County,8.1,10.6,"60,601"
KS,Pratt County,10.8,15.6,"52,634"
KS,Rawlins County,11.7,19.1,"47,448"
KS,Reno County,13.1,17.9,"47,178"
KS,Republic County,11.2,17.3,"44,593"
KS,Rice County,13.8,18.1,"52,400"
KS,Riley County,23.4,15.5,"46,690"
KS,Rooks County,11.7,15.5,"45,309"
KS,Rush County,11.5,17.1,"43,895"
KS,Russell County,13.2,20.7,"42,625"
KS,Saline County,14.3,21.7,"47,052"
KS,Scott County,7.7,12.0,"56,267"
KS,Sedgwick County,15.2,20.7,"50,995"
KS,Seward County,15.0,18.2,"45,807"
KS,Shawnee County,14.2,19.9,"51,316"
KS,Sheridan County,10.9,17.3,"51,221"
KS,Sherman County,16.5,24.4,"42,491"
KS,Smith County,12.2,16.5,"43,872"
KS,Stafford County,12.8,20.8,"47,129"
KS,Stanton County,10.9,16.6,"55,341"
KS,Stevens County,11.3,15.5,"59,735"
KS,Sumner County,11.7,17.6,"51,451"
KS,Thomas County,10.9,12.0,"50,574"
KS,Trego County,10.4,14.6,"48,576"
KS,Wabaunsee County,8.3,12.5,"57,339"
KS,Wallace County,12.4,15.9,"48,426"
KS,Washington County,10.7,13.2,"46,153"
KS,Wichita County,10.9,16.5,"52,917"
KS,Wilson County,15.6,24.0,"41,461"
KS,Woodson County,19.5,29.6,"37,394"
KS,Wyandotte County,21.9,32.1,"41,746"
KY,Kentucky,18.3,25.3,"45,178"
KY,Adair County,27.2,41.0,"32,007"
KY,Allen County,19.8,30.2,"42,287"
KY,Anderson County,10.7,16.8,"55,523"
KY,Ballard County,15.1,24.5,"44,352"
KY,Barren County,19.3,28.7,"40,017"
KY,Bath County,24.9,37.8,"35,143"
KY,Bell County,44.7,56.8,"23,968"
KY,Boone County,8.2,10.5,"68,804"
KY,Bourbon County,14.8,24.4,"46,370"
KY,Boyd County,20.5,29.4,"43,406"
KY,Boyle County,17.2,24.9,"40,459"
KY,Bracken County,15.7,24.7,"44,846"
KY,Breathitt County,32.9,42.9,"28,196"
KY,Breckinridge County,19.0,25.6,"42,347"
KY,Bullitt County,9.6,14.5,"54,755"
KY,Butler County,21.6,31.3,"39,545"
KY,Caldwell County,18.8,29.4,"39,355"
KY,Calloway County,21.1,24.1,"40,585"
KY,Campbell County,14.4,17.8,"51,694"
KY,Carlisle County,14.8,25.2,"43,144"
KY,Carroll County,17.6,28.7,"46,499"
KY,Carter County,19.7,29.4,"37,204"
KY,Casey County,25.1,38.2,"33,576"
KY,Christian County,20.3,28.9,"39,840"
KY,Clark County,15.4,23.9,"54,812"
KY,Clay County,46.8,53.0,"24,001"
KY,Clinton County,26.4,39.6,"29,178"
KY,Crittenden County,19.2,31.3,"40,202"
KY,Cumberland County,24.8,36.2,"30,989"
KY,Daviess County,14.9,20.9,"48,724"
KY,Edmonson County,20.0,28.6,"38,673"
KY,Elliott County,34.4,40.3,"30,299"
KY,Estill County,28.2,38.8,"32,541"
KY,Fayette County,19.1,22.6,"51,963"
KY,Fleming County,20.0,31.8,"47,030"
KY,Floyd County,29.5,43.1,"30,888"
KY,Franklin County,13.7,22.5,"50,471"
KY,Fulton County,30.4,47.6,"30,798"
KY,Gallatin County,15.0,23.8,"47,679"
KY,Garrard County,17.0,24.3,"45,018"
KY,Grant County,16.4,27.0,"45,307"
KY,Graves County,16.3,27.4,"39,515"
KY,Grayson County,22.9,32.5,"37,057"
KY,Green County,20.5,29.1,"36,226"
KY,Greenup County,16.8,23.5,"45,690"
KY,Hancock County,13.8,20.0,"52,929"
KY,Hardin County,15.0,21.6,"49,637"
KY,Harlan County,35.5,47.7,"27,425"
KY,Harrison County,16.2,24.4,"47,040"
KY,Hart County,22.0,31.1,"34,764"
KY,Henderson County,17.0,24.2,"45,718"
KY,Henry County,17.7,26.5,"47,802"
KY,Hickman County,17.6,29.9,"40,890"
KY,Hopkins County,18.4,26.6,"44,750"
KY,Jackson County,31.2,41.0,"30,565"
KY,Jefferson County,15.4,22.4,"51,230"
KY,Jessamine County,18.3,23.8,"49,839"
KY,Johnson County,25.9,34.4,"36,051"
KY,Kenton County,12.8,18.2,"52,631"
KY,Knott County,33.8,46.4,"30,138"
KY,Knox County,32.0,45.2,"28,578"
KY,Larue County,18.1,27.7,"40,202"
KY,Laurel County,23.0,33.1,"37,737"
KY,Lawrence County,25.0,34.3,"36,276"
KY,Lee County,34.7,50.2,"26,201"
KY,Leslie County,33.7,39.4,"28,722"
KY,Letcher County,33.2,41.9,"31,079"
KY,Lewis County,24.7,35.6,"33,867"
KY,Lincoln County,21.2,31.4,"37,220"
KY,Livingston County,15.3,25.0,"44,551"
KY,Logan County,15.5,24.3,"43,795"
KY,Lyon County,16.9,22.4,"48,189"
KY,McCracken County,15.2,24.6,"47,184"
KY,McCreary County,41.5,51.9,"25,655"
KY,McLean County,17.3,26.0,"44,007"
KY,Madison County,18.2,20.1,"46,342"
KY,Magoffin County,32.6,45.1,"29,921"
KY,Marion County,20.5,27.6,"41,189"
KY,Marshall County,12.1,19.5,"49,771"
KY,Martin County,40.0,45.3,"29,198"
KY,Mason County,19.5,29.3,"37,071"
KY,Meade County,13.5,20.3,"51,111"
KY,Menifee County,26.8,43.5,"34,299"
KY,Mercer County,15.1,21.9,"46,346"
KY,Metcalfe County,22.9,38.4,"32,654"
KY,Monroe County,25.3,37.8,"31,603"
KY,Montgomery County,21.5,29.9,"42,468"
KY,Morgan County,31.3,40.9,"31,489"
KY,Muhlenberg County,19.4,26.2,"40,272"
KY,Nelson County,12.5,18.8,"51,843"
KY,Nicholas County,21.5,34.3,"37,267"
KY,Ohio County,19.9,27.5,"40,661"
KY,Oldham County,6.2,6.7,"84,415"
KY,Owen County,16.9,25.4,"43,686"
KY,Owsley County,42.4,61.6,"23,341"
KY,Pendleton County,16.4,23.5,"49,345"
KY,Perry County,28.5,37.2,"31,740"
KY,Pike County,25.0,32.0,"34,315"
KY,Powell County,26.0,39.3,"34,510"
KY,Pulaski County,23.0,31.7,"40,702"
KY,Robertson County,22.5,36.7,"40,027"
KY,Rockcastle County,22.9,32.4,"33,293"
KY,Rowan County,27.2,32.4,"36,597"
KY,Russell County,24.6,35.8,"31,968"
KY,Scott County,13.1,18.1,"63,775"
KY,Shelby County,11.5,17.1,"60,189"
KY,Simpson County,16.0,26.2,"45,496"
KY,Spencer County,9.0,11.9,"68,147"
KY,Taylor County,23.0,33.8,"35,700"
KY,Todd County,19.3,28.1,"40,963"
KY,Trigg County,15.1,26.5,"45,106"
KY,Trimble County,15.7,22.3,"48,392"
KY,Union County,20.7,20.7,"45,239"
KY,Warren County,18.0,22.9,"45,964"
KY,Washington County,17.1,23.6,"45,143"
KY,Wayne County,28.0,40.3,"29,826"
KY,Webster County,18.1,24.9,"44,245"
KY,Whitley County,29.2,38.9,"31,903"
KY,Wolfe County,30.7,50.4,"27,196"
KY,Woodford County,11.6,17.0,"57,862"
LA,Louisiana,19.5,28.1,"45,829"
LA,Acadia Parish,23.7,32.5,"42,033"
LA,Allen Parish,20.4,24.3,"42,120"
LA,Ascension Parish,10.7,14.8,"74,852"
LA,Assumption Parish,16.8,25.2,"48,516"
LA,Avoyelles Parish,25.3,34.7,"34,803"
LA,Beauregard Parish,19.5,24.8,"48,206"
LA,Bienville Parish,25.4,37.4,"34,565"
LA,Bossier Parish,14.5,20.4,"55,403"
LA,Caddo Parish,22.2,34.8,"41,081"
LA,Calcasieu Parish,17.5,26.0,"46,523"
LA,Caldwell Parish,22.9,32.8,"38,564"
LA,Cameron Parish,12.7,17.6,"56,259"
LA,Catahoula Parish,27.2,37.0,"33,958"
LA,Claiborne Parish,30.9,37.1,"33,740"
LA,Concordia Parish,29.5,41.6,"33,068"
LA,De Soto Parish,24.9,38.7,"41,691"
LA,East Baton Rouge Parish,18.5,26.5,"50,389"
LA,East Carroll Parish,43.5,56.1,"26,325"
LA,East Feliciana Parish,21.8,27.6,"43,105"
LA,Evangeline Parish,25.7,32.1,"33,407"
LA,Franklin Parish,25.4,40.7,"33,845"
LA,Grant Parish,21.3,28.1,"43,437"
LA,Iberia Parish,20.8,32.7,"45,039"
LA,Iberville Parish,22.3,30.7,"42,000"
LA,Jackson Parish,21.1,30.8,"41,029"
LA,Jefferson Parish,16.3,27.1,"49,503"
LA,Jefferson Davis Parish,20.3,27.2,"43,677"
LA,Lafayette Parish,17.0,20.7,"52,411"
LA,Lafourche Parish,14.1,20.0,"53,482"
LA,La Salle Parish,18.5,21.8,"46,258"
LA,Lincoln Parish,25.5,29.8,"38,118"
LA,Livingston Parish,13.5,17.6,"58,774"
LA,Madison Parish,37.6,52.7,"27,225"
LA,Morehouse Parish,31.1,50.0,"31,777"
LA,Natchitoches Parish,29.6,36.2,"33,786"
LA,Orleans Parish,24.0,38.2,"38,640"
LA,Ouachita Parish,23.0,33.1,"38,453"
LA,Plaquemines Parish,17.3,19.7,"49,122"
LA,Pointe Coupee Parish,19.3,29.2,"42,919"
LA,Rapides Parish,21.6,31.7,"42,758"
LA,Red River Parish,25.7,37.9,"41,742"
LA,Richland Parish,24.7,37.3,"34,588"
LA,Sabine Parish,18.1,25.9,"42,196"
LA,St. Bernard Parish,20.4,30.3,"41,540"
LA,St. Charles Parish,11.8,17.4,"61,601"
LA,St. Helena Parish,19.9,34.0,"36,602"
LA,St. James Parish,18.3,26.6,"52,258"
LA,St. John the Baptist Parish,20.5,29.9,"50,596"
LA,St. Landry Parish,27.0,37.2,"33,503"
LA,St. Martin Parish,18.3,27.9,"45,435"
LA,St. Mary Parish,19.7,28.3,"40,945"
LA,St. Tammany Parish,12.5,17.3,"63,499"
LA,Tangipahoa Parish,24.0,35.0,"41,768"
LA,Tensas Parish,35.1,52.6,"27,077"
LA,Terrebonne Parish,20.1,24.9,"44,450"
LA,Union Parish,21.9,34.3,"38,741"
LA,Vermilion Parish,18.1,23.6,"46,807"
LA,Vernon Parish,17.5,23.3,"44,733"
LA,Washington Parish,26.2,36.9,"33,453"
LA,Webster Parish,25.9,40.0,"34,566"
LA,West Baton Rouge Parish,15.1,22.1,"55,074"
LA,West Carroll Parish,22.7,32.1,"35,484"
LA,West Feliciana Parish,23.9,21.7,"56,680"
LA,Winn Parish,24.0,30.4,"36,173"
ME,Maine,13.2,17.5,"51,419"
ME,Androscoggin County,15.0,21.8,"48,930"
